seed,obs_num,plan_num,arrival_time,det_SNR,det_comp,det_time,det_status,WA,dMag,fEZ,Spec,Name,dist,luminosity,comp0,Mp
10185257,10,1,4.494483401604848,1.238588170012251,0.5286048032382089,0.021724901151286096,0,0.11222936397085237,25.723459661345608,5.539517772062257e-10,K3.0V,HIP 114622,6.54,0.31,0.8586578722933594,0.4544385540205966
10185257,15,1,7.1298118815306015,5.202314791672476,0.5907053745339622,0.050336465569467644,0,0.1080535062477222,24.543721553944444,1.788047074886955e-09,K1V,HIP 7981,7.53,0.47,0.8272232088097631,0.3934985972692317
10185257,33,1,18.06584452929637,6.618817286979497,0.5899335712945758,0.12630876352515846,0,0.08750360144312216,24.213025772999423,3.742305209123612e-09,G5Vp,HIP 5336,7.55,0.46,0.8285647220214571,0.34970702518505004
10185257,34,1,18.802462056346684,16.008129526511357,0.5506258089222632,0.14145279707420225,1,0.09040781651175933,24.11915376666292,9.682135261134792e-10,G2V,HIP 15371,12.03,1.03,0.7199485127956713,2.479697590564656
10185257,39,1,22.546401651694943,3.675496786623982,0.5074782242910485,0.14753774136079797,0,0.07482633893892042,25.093529091822862,4.919877600070819e-10,K2V,HIP 72848,11.51,0.54,0.7845552013025686,0.23094778863918683
10185257,49,1,29.354052683563573,0.7027929930947029,0.626931709959762,0.18058455448828592,0,0.06457127020248397,26.213800983179013,2.7191148350791656e-09,K4III,HIP 23311,8.71,0.3,0.832173541251154,1.9956815417119844
10185257,58,1,35.982120649115835,3.7370552944138056,0.5189819832874932,0.22202317371337837,0,0.06909510168534531,25.684698776718548,2.5954921811128826e-10,G3/5V,HIP 80337,12.78,1.03,0.7158813475454489,0.21997140412420876
10185257,66,1,42.18517033453144,9.860044263095846,0.5563062786205093,0.2399897342727947,1,0.07184149537312329,23.67719119737677,1.2156388051331673e-09,K3V,HIP 117712,10.89,0.39,0.7980106091324847,1.4908154094153914
10185257,67,1,43.14914980307703,3.350668967476974,0.41429083725102905,0.20157243952698067,0,0.05241605304177342,24.384415955418763,1.4175210406055564e-11,K4V,HIP 116745,11.42,0.24,0.7192410178138123,2.1527127435433577
10185257,68,1,44.03629468213099,1.092593265270453,0.4710734672197355,0.13431133568780937,0,0.032894189230523056,23.873740086197866,4.1732619150715976e-10,M1.0V,HIP 25878,5.68,0.07,0.7797255389561716,2.1898921128767608
10185257,70,1,45.7455678004007,3.688714683288893,0.5282888200097822,0.14202261115322468,0,0.07379924845091776,23.168560578668046,9.373185351073898e-10,M0.0V,HIP 45343,6.11,0.08,0.7763997996581847,1.111129131763979
10185257,87,1,61.3284814456973,3.281350533497086,0.530770137114477,0.02393835006646681,0,0.12239235460065091,24.654674989882647,5.539517772062257e-10,K3.0V,HIP 114622,6.54,0.31,0.8586578722933594,0.4544385540205966
10185257,93,1,66.07467012340285,12.202997882361988,0.6303116862930506,0.4304985741028709,1,0.0633621584848451,23.88626108578562,3.0976796568915476e-09,K0V,HIP 40693,12.49,0.63,0.7668215519978713,1.408141438593866
10185257,96,1,68.45766368614738,13.880958394755021,0.47317091116328874,0.13986732087775863,1,0.02213845845374071,20.42432313999067,4.1732619150715976e-10,M1.0V,HIP 25878,5.68,0.07,0.7797255389561716,2.1898921128767608
10185257,98,1,69.81159047672125,6.6064813159414655,0.5281405655213276,0.13577113524412332,0,0.06897342416488249,22.502556635659555,9.373185351073898e-10,M0.0V,HIP 45343,6.11,0.08,0.7763997996581847,1.111129131763979
10185257,101,1,72.04585613658324,0.15555099269433662,0.5207446805443934,0.20618523254125343,0,0.02970233796609443,25.757443651553594,9.430990731842257e-10,M1.5V,HIP 29295,5.75,0.06,0.7262865509761292,0.34558385559395627
10185257,110,1,80.66835950428415,4.686068973248081,0.5748804658836524,0.08523558068753892,0,0.11272093970773793,24.662739714775714,1.788047074886955e-09,K1V,HIP 7981,7.53,0.47,0.8272232088097631,0.3934985972692317
10185257,113,1,82.8839131681317,1.0961648338002212,0.49255058397152274,0.5645282881718351,0,0.08032950734341901,27.185990820392718,4.0570427138842933e-10,G3V,HIP 98959,17.73,1.06,0.6719226547566902,0.23748686119318488
10185257,114,1,84.49696974447536,4.558529494145212,0.6221890480250074,0.18936211501465142,0,0.09415516975433151,24.280952247411758,2.7191148350791656e-09,K4III,HIP 23311,8.71,0.3,0.832173541251154,1.9956815417119844
10185257,116,1,86.27171987156598,3.5401668862610283,0.4699675282637967,0.428580472580386,0,0.1042852412352211,26.219426596379268,6.145696923472185e-10,G3V,HIP 34065,16.52,1.45,0.5304814790689947,0.4035645626034654
10185257,119,1,89.66722669630718,4.898928082367954,0.5885190111783096,0.1310226492015575,0,0.1031914200065213,24.572071011747937,3.742305209123612e-09,G5Vp,HIP 5336,7.55,0.46,0.8285647220214571,0.34970702518505004
10185257,121,1,91.84160547815213,9.569973775423477,0.47814923801658826,0.1547445606840579,1,0.0493952472088555,21.79454335503908,4.1732619150715976e-10,M1.0V,HIP 25878,5.68,0.07,0.7797255389561716,2.1898921128767608
10185257,123,1,93.4498209608781,7.005197038329823,0.5281105413609748,0.13503481809938514,1,0.06711975816190455,22.428166930641428,9.373185351073898e-10,M0.0V,HIP 45343,6.11,0.08,0.7763997996581847,1.111129131763979
10185257,127,1,96.25435679241454,0.0936372063576031,0.38823537777162714,0.15386428635903512,0,0.023526572749251295,27.495564377745175,1.4175210406055564e-11,K4V,HIP 116745,11.42,0.24,0.7192410178138123,2.1527127435433577
10185257,134,1,100.93631758555523,4.845310755572789,0.5209756296303395,0.21680680454301007,0,0.050584282885964005,22.458022266942503,9.430990731842257e-10,M1.5V,HIP 29295,5.75,0.06,0.7262865509761292,0.34558385559395627
10185257,139,1,104.86838353084633,3.687599154241545,0.5048897787188238,0.13763338144776674,0,0.0745203345888389,25.089351608586167,4.919877600070819e-10,K2V,HIP 72848,11.51,0.54,0.7845552013025686,0.23094778863918683
10185257,143,1,108.09920733785304,13.380317388918378,0.5552808321927677,0.2587057442168218,1,0.04628855460352192,23.150909326829904,1.2156388051331673e-09,K3V,HIP 117712,10.89,0.39,0.7980106091324847,1.4908154094153914
10185257,145,1,109.73620864900079,4.453497133671808,0.5199836393415936,0.5118841317189252,0,0.05821073978545748,24.493450304865675,8.707539615365309e-10,K1V,HIP 90790,13.25,0.35,0.7261117622494967,0.6912451411375026
10185257,149,1,114.52550297608627,0.6412132949211714,0.48578697989592456,0.18426508418808127,0,0.02928594541826522,24.308586557740593,4.1732619150715976e-10,M1.0V,HIP 25878,5.68,0.07,0.7797255389561716,2.1898921128767608
10185257,152,1,117.46426546936996,5.044914186217222,0.5343258248620992,0.028663369400310154,0,0.10784223713523201,24.148050692795763,5.539517772062257e-10,K3.0V,HIP 114622,6.54,0.31,0.8586578722933594,0.4544385540205966
10185257,154,1,118.5255098362129,4.296982717122239,0.5282179464987482,0.1402467171453214,0,0.07398846977665058,23.00122120092432,9.373185351073898e-10,M0.0V,HIP 45343,6.11,0.08,0.7763997996581847,1.111129131763979
10185257,159,1,122.32528940383565,5.852735438417645,0.5212576028171293,0.2311281622850417,0,0.030192586216376785,21.811887575393243,9.430990731842257e-10,M1.5V,HIP 29295,5.75,0.06,0.7262865509761292,0.34558385559395627
10185257,163,1,126.4216144415725,10.074133225740603,0.4244828517866174,0.12347455792154591,1,0.04929995320250323,21.041467417065356,2.4219204019984415e-10,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,2.1379948767451626
10185257,174,1,137.42870486186877,20.1588438267302,0.499298414718447,0.2707817413143974,1,0.030135363706532945,20.527099151656177,4.1732619150715976e-10,M1.0V,HIP 25878,5.68,0.07,0.7797255389561716,2.1898921128767608
10185257,177,1,140.715282298126,13.568795318758356,0.4199576447339074,0.11582397716294195,1,0.043888532693604584,20.620510605353125,2.4219204019984415e-10,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,2.1379948767451626
