seed,Name,Spec,L,MsTrue,comp0,dist
10185257,HIP 100963,G5,1.04,1.0566080115043683,0.4688771622162506,28.23
10185257,HIP 101875,G0,1.31,1.112935792150069,0.4805443354047653,27.16
10185257,HIP 101997,G8/K0V,0.56,0.9292332962103348,0.7458820358871124,14.38
10185257,HIP 102040,G5V,1.05,1.0457519798647907,0.6439285953157625,20.95
10185257,HIP 102264,G3/5V,0.76,0.9637775589125654,0.5885853485636882,22.31
10185257,HIP 102409,M1VE,0.09,0.5908911459737511,0.32877887488800683,9.91
10185257,HIP 102485,F5V,4.06,1.4831859066187634,0.11565692857174124,14.68
10185257,HIP 103096,M2V,0.06,0.5352625889485284,0.5074499639764156,7.05
10185257,HIP 103389,F7V,2.21,1.166781112255725,0.2968442617273228,21.97
10185257,HIP 103458,G0V,1.08,0.9968561625995656,0.6203743072810236,22.14
10185257,HIP 103673,F5/6V,3.36,1.3163239068746322,0.11021442435798158,28.01
10185257,HIP 103682,G5/6V,2.2,1.1886916106925713,0.27026857013359734,27.23
10185257,HIP 103859,K2,0.36,0.8172676655975818,0.3506973746347004,19.47
10185257,HIP 104092,K5,0.18,0.7479509561719674,0.23822841997075522,15.06
10185257,HIP 104214,K5.0V,0.13,0.6764280689764668,0.9171512226968481,3.5
10185257,HIP 104217,K7.0V,0.1,0.6219327991292865,0.9201410022961254,3.5
10185257,HIP 104239 A,K1V,0.44,0.883322516367113,0.5915423018626507,17.57
10185257,HIP 104436,G3V,0.83,0.991067176868291,0.5593028489308391,23.84
10185257,HIP 104733,G0,0.77,1.0115608781580518,0.38964777383829535,26.93
10185257,HIP 104809,G3/5V,0.92,1.033984751957867,0.3652377070696749,29.73
10185257,HIP 105038,K2,0.23,0.8231859677328346,0.28554034783176657,16.39
10185257,HIP 105090,K9.0V,0.08,0.6401306456632176,0.9026573878670777,3.95
10185257,HIP 105152,K4/5V,0.26,0.7541865316031081,0.1316206350384394,19.82
10185257,HIP 105184,G2V,1.06,1.0897901870845907,0.587272807440552,24.42
10185257,HIP 105406,F8V,1.82,1.1994544544704522,0.3530224783465771,27.01
10185257,HIP 105712,G5V,0.64,0.9966271676318398,0.6057505150486464,20.42
10185257,HIP 105766,G5,0.8,0.9431684855208671,0.4300951251748914,26.41
10185257,HIP 105858,F7V,1.54,1.2092620373473255,0.5264000420735284,9.26
10185257,HIP 105911,K1IV,0.59,0.8926304581874038,0.40806707042794355,23.51
10185257,HIP 106122,G8V,0.56,0.9833779464103881,0.13116041098603504,29.1
10185257,HIP 106407,K2,0.64,0.9330066871951579,0.21600992085693682,28.82
10185257,HIP 106440,M1.5V,0.03,0.5192610520454644,0.5166291765587968,4.95
10185257,HIP 106559,F5V,3.27,1.3190173944594976,0.11904623110500086,27.1
10185257,HIP 106696,K2V,0.32,0.7984242083061391,0.6320227901779949,14.62
10185257,HIP 106913,G2V,1.18,1.1179906285748071,0.5376948706506103,25.65
10185257,HIP 107022,G8V,0.7,0.9250182599783047,0.5686760043210757,22.02
10185257,HIP 107070,G8V,0.71,0.9129966671760726,0.34825732397222736,26.94
10185257,HIP 107350,G0V,1.18,1.0981010511059281,0.6240907342218305,17.89
10185257,HIP 107649,G0V,1.35,1.1011450080095166,0.569901982530208,15.99
10185257,HIP 107920 A,G5,0.62,0.8991038281896533,0.17879572388209908,29.33
10185257,HIP 108156,K0,0.35,0.8854590274306215,0.30179199413245433,19.96
10185257,HIP 108490,F8V-VI,1.21,1.1022223580192723,0.45936319975007206,28.75
10185257,HIP 108870,K4V,0.23,0.7475633689276485,0.8963840652486269,3.62
10185257,HIP 109176,F5V,3.63,1.3298488711838299,0.13808179844621357,11.73
10185257,HIP 109245,F7/8V,1.67,1.1829567634816494,0.3612631802198657,29.8
10185257,HIP 109378,G8/K0V,1.07,1.0551742376615973,0.6308327833405595,21.56
10185257,HIP 109422,F6V,3.04,1.2784862891708773,0.17053647919455836,18.28
10185257,HIP 109527,K0,0.66,0.9941959166781212,0.49645058428289207,22.9
10185257,HIP 109821,G5V,1.42,1.1805745011524866,0.5048399927119961,22.05
10185257,HIP 109926,K1V,0.47,0.9331100800176316,0.38552959725218894,21.54
10185257,HIP 110109,G3V,1.23,1.0243686335634374,0.6289932091128357,13.79
10185257,HIP 110649,G3IV,2.91,1.3373142939852987,0.1820034915354759,20.56
10185257,HIP 110996,K4V,0.29,0.7908758412766903,0.4596082800951415,16.06
10185257,HIP 111449,F7V,3.62,1.3773209255785093,0.11586450812000085,22.68
10185257,HIP 111802,M0VEP,0.07,0.56538251983783,0.33610276010457446,8.69
10185257,HIP 111960,K4/5V,0.2,0.7234780107818596,0.4406071708742945,13.55
10185257,HIP 111977,G5,0.82,0.9836531349194823,0.32519729723830176,29.33
10185257,HIP 111978,G8/K0V,0.8,1.0107729533567897,0.38248223118042185,27.56
10185257,HIP 112117,G0V,1.97,1.2662011744643848,0.3406813470622214,23.64
10185257,HIP 112190,K3V,0.3,0.7707449303348813,0.11991061642817999,21.52
10185257,HIP 112245,G8V,0.61,0.949965524576354,0.34770897199211465,25.14
10185257,HIP 112426,K0,0.62,0.9072031707095058,0.16587104126366606,29.67
10185257,HIP 112491,G6V,0.69,0.9695691398200708,0.28644790894083955,28.07
10185257,HIP 112527,K2,0.4,0.8336163444746006,0.40193997807410364,19.67
10185257,HIP 112763,K0V,0.59,0.9850154547189941,0.20116419202404265,28.07
10185257,HIP 113020,M2.5V,0.02,0.40775394198638354,0.3319727607852799,4.66
10185257,HIP 113137,G2/3IV,2.44,1.2651082554293889,0.22962817486717907,26.75
10185257,HIP 113283,K4VP,0.2,0.7324913312110463,0.8411848902343125,7.61
