seed,obs_num,plan_num,arrival_time,char_time,Spec,Name,dist,luminosity,comp0,Mp
114627190,321,1,370.31956632227366,0.7209656108377416,K3.0V,HIP 114622,6.54,0.31,0.8586578722933594,0.798931904085718
114627190,329,1,385.0424345158675,3.4066388683768403,G8.5V,HIP 8102,3.65,0.52,0.8376809142722498,0.5076005445033398
114627190,342,1,419.77909268029043,11.600561172906213,K2V,HIP 42808,11.14,0.32,0.7810455789471432,0.9003287336650595
114627190,408,1,591.1235451592223,4.2531766345555,K0V,HIP 56452,9.56,0.62,0.7918692803677916,2.07724497911597
114627190,423,1,637.7774549368668,0.4974114184656889,K0V,HIP 88601 A,5.1,0.68,0.8047020520552819,1.0336529521357698
114627190,473,1,791.9589807322669,13.505852598526213,K3V,HIP 69972,11.8,0.39,0.7801890484698213,0.9927782068184346
114627190,588,1,1322.6581024397822,31.122428541753173,G3V,HIP 88694,17.55,1.15,0.6385476166327755,2.459541392929048
114627190,629,1,1619.0181289478635,31.390893200419896,G3V,HIP 88694,17.55,1.15,0.6385476166327755,2.459541392929048
115896655,53,1,34.59171540915972,0.09952909136802912,M2.0V,HIP 54035,2.54,0.02,0.8531219624211542,0.666733024608479
115896655,89,1,68.22581158343878,0.042527770506839147,K5.0V,HIP 104214,3.5,0.13,0.9171512226968481,2.171945993766103
115896655,172,1,146.73955887164976,0.3472414824972179,K5.0V,HIP 84478,5.95,0.16,0.8738582856949385,1.1851282914794148
115896655,206,1,182.28648818941917,0.3662151604327398,K5.0V,HIP 84478,5.95,0.16,0.8738582856949385,1.1851282914794148
115896655,236,1,218.51262546840564,0.34392929093982494,K5.0V,HIP 84478,5.95,0.16,0.8738582856949385,1.1851282914794148
115896655,255,1,242.94097332332024,3.303491125779743,K7.0V,HIP 120005,6.11,0.08,0.7763997996581847,1.248412079334835
115896655,308,1,335.4089383058787,0.1329575539235008,K4V,HIP 108870,3.62,0.23,0.8963840652486269,0.7188165608104711
115896655,322,1,362.14138555934505,1.7551042143211317,G6V,HIP 29271,10.2,0.91,0.748776236159663,1.841825786459519
115896655,395,1,539.4458149408154,4.64802505360901,G6IV+...,HIP 98767,15.86,1.2,0.6297219734586871,2.292623355799659
115896655,412,1,587.3293131723685,6.6317046042925005,K7V,HIP 82003,9.81,0.11,0.4719592782326009,2.1416462550333275
115896655,461,1,718.2923794166804,7.588779932386503,M2V,HIP 103096,7.05,0.06,0.5074499639764156,1.2049252522078702
115896655,467,1,751.4976263240949,7.416610912611137,G6IV+...,HIP 98767,15.86,1.2,0.6297219734586871,2.292623355799659
115896655,468,1,766.8148481493172,8.163601652920775,M2V,HIP 103096,7.05,0.06,0.5074499639764156,1.2049252522078702
115896655,476,1,802.025054644279,8.916961368774928,M2V,HIP 103096,7.05,0.06,0.5074499639764156,1.2049252522078702
115896655,478,1,822.0084298546976,12.453572789645223,G0V,HIP 107649,15.99,1.35,0.569901982530208,2.1369115122094398
115896655,481,1,851.3955201736585,31.996533094566487,G3V,HIP 110109,13.79,1.23,0.6289932091128357,1.127116863399527
115896655,493,1,950.8027752706764,32.77236542359337,G3V,HIP 34065,16.52,1.45,0.5304814790689947,0.811317210572788
115896655,494,1,1016.8315061178632,4.64802507008105,G6IV+...,HIP 98767,15.86,1.2,0.6297219734586871,2.292623355799659
115896655,500,1,1039.1680895545742,7.25803758708894,G3V,HIP 22263,13.28,1.01,0.718483451668886,0.7065173868357582
115896655,549,1,1254.844774218841,10.612000453084253,G0V,HIP 53721,14.06,1.71,0.4556918616992061,1.4030088288160507
115896655,551,1,1279.7019842009263,34.94262300336163,G8/K0V,HIP 101997,14.38,0.56,0.7458820358871124,1.251791594734501
115896655,553,1,1351.8806161406296,29.16251770635023,G3V,HIP 100017,17.57,1.18,0.6264137309979363,0.9390936093713687
115896655,571,1,1507.3996476554657,10.40322415200619,G0V,HIP 53721,14.06,1.71,0.4556918616992061,1.4030088288160507
115896655,573,1,1533.7730946105198,20.486049183105386,G8V,HIP 38784,17.19,0.66,0.7017175252906531,2.302631329783929
115896655,575,1,1578.0012058787643,58.06988639463323,F8V,HIP 83601,20.67,1.51,0.48544825977353206,1.0091383579902347
115896655,588,1,1755.3234229411541,12.831888802065565,G0V,HIP 53721,14.06,1.71,0.4556918616992061,1.4030088288160507
115896655,590,1,1785.24589568706,17.469306603144215,K2V,HIP 106696,14.62,0.32,0.6320227901779949,2.5001202107649068
119223995,168,1,146.7208395377328,1.6248312304487096,K0/4,HIP 7751 B,7.82,0.34,0.8421478351325433,2.2661827262904666
119223995,172,1,152.94326796726693,1.8166644348549992,M0.0V,HIP 45343,6.11,0.08,0.7763997996581847,1.2592609996304234
119223995,234,1,222.58140908731542,0.23815445635237964,G8.5V,HIP 8102,3.65,0.52,0.8376809142722498,2.5137736324540705
119223995,252,1,247.20474617565986,0.1013112791573748,K7.0V,HIP 104217,3.5,0.1,0.9201410022961254,0.5265368370206359
119223995,324,1,376.0323852635379,6.806211364640412,K4III,HIP 23311,8.71,0.3,0.832173541251154,0.387057077653871
119223995,356,1,460.3532282995078,7.632344801475356,K4III,HIP 23311,8.71,0.3,0.832173541251154,0.387057077653871
119223995,362,1,483.38002647691735,26.53175460635493,K1V,HIP 90790,13.25,0.35,0.7261117622494967,0.9214005927602399
119223995,364,1,537.5252262536982,4.6226093614095936,G8Vvar,HIP 56997,9.61,0.65,0.7875122468413227,0.6052749709465697
119223995,373,1,562.2878865942658,11.696135957487837,K4III,HIP 23311,8.71,0.3,0.832173541251154,0.387057077653871
119223995,379,1,597.0569011426923,25.80725845864335,K5V,HIP 19884,13.04,0.2,0.49054543304237924,0.9186301306350828
119223995,397,1,688.4480093864341,50.73742729307619,G8IV,HIP 58576,12.76,0.93,0.7318847681632046,0.5284568310564147
119223995,397,2,688.4480093864341,50.73742729307619,G8IV,HIP 58576,12.76,0.93,0.7318847681632046,0.29463365021619026
119223995,398,1,790.4068639725866,4.387294849691031,G8Vvar,HIP 56997,9.61,0.65,0.7875122468413227,0.6052749709465697
119223995,402,1,803.3605850778357,2.4872493009202943,F6/7V,HIP 23693,11.65,1.54,0.5193818026206563,1.754329852579007
119223995,404,1,810.9971471263003,47.469159272759576,K0,HIP 28954,15.27,0.47,0.7108516967574557,1.1520392050224915
119223995,448,1,1018.6861715535575,9.883512480716389,G8Vvar,HIP 56997,9.61,0.65,0.7875122468413227,0.6052749709465697
119223995,449,1,1038.9371965149903,5.11343050954446,M1.5V,HIP 29295,5.75,0.06,0.7262865509761292,0.8479066661009123
119223995,484,1,1171.8395596697897,30.688809409183058,K4V,HIP 116745,11.42,0.24,0.7192410178138123,0.8827338635487795
119223995,485,1,1233.7011784881556,4.03640372749133,G8Vvar,HIP 56997,9.61,0.65,0.7875122468413227,0.6052749709465697
119223995,487,1,1243.5615874669115,9.71217550092659,G0V,HIP 38908,16.2,1.36,0.5649838012135014,2.1829926469561216
119223995,490,1,1270.3442294641277,27.5800931200356,K4V,HIP 116745,11.42,0.24,0.7192410178138123,0.8827338635487795
119223995,574,1,1707.3132181167152,23.92024002405897,K1V,HIP 83541,17.84,0.72,0.6944652231324023,2.304045244709478
128389321,274,1,291.19507131161595,0.25061303581468825,G9.0V,HIP 96100,5.75,0.44,0.8434497535712138,1.1906138918618028
128389321,345,1,422.7237980139581,1.3433742605391246,K4III,HIP 23311,8.71,0.3,0.832173541251154,1.1060114284706375
128389321,372,1,486.7741450390573,0.9559748380994292,G8IV-V,HIP 47080,11.37,0.85,0.7502540189388216,2.499606423071718
128389321,388,1,522.3040567039765,11.505575186431233,G6IV,HIP 77358,15.35,0.87,0.7192165672061139,1.78940795824214
128389321,409,1,590.8203182287417,7.101518819116539,K0V,HIP 56452,9.56,0.62,0.7918692803677916,0.7085747179583284
128389321,440,1,680.7642504703507,3.3511962412376355,G2.0V,HIP 71683,1.34,1.61,0.5133428163598976,0.29225375673374937
128389321,462,1,758.8448328802173,50.813138101881286,K2V,HIP 86400,11.0,0.34,0.7897311168854184,0.5290775979887083
128389321,462,2,758.8448328802173,50.813138101881286,K2V,HIP 86400,11.0,0.34,0.7897311168854184,0.31381530571816857
128389321,464,1,862.9577132975734,7.612906344528329,K1.5V,HIP 84405 B,5.95,0.69,0.8001079497596698,2.0448373805593514
128389321,500,1,994.0736498024057,46.88715395298787,K2V,HIP 88972,11.02,0.36,0.7926855932053968,2.4459636104708946
128389321,500,2,994.0736498024057,46.88715395298787,K2V,HIP 88972,11.02,0.36,0.7926855932053968,0.45552117226127475
128389321,536,1,1220.9083243647315,20.0684115657721,M1.5V,HIP 113296,6.83,0.06,0.5485550749503166,1.0285440746963825
128389321,573,1,1433.4746147541687,37.28867720703524,G6IV+...,HIP 98767,15.86,1.2,0.6297219734586871,1.7341203905140328
128389321,573,2,1433.4746147541687,37.28867720703524,G6IV+...,HIP 98767,15.86,1.2,0.6297219734586871,1.352600205902254
128389321,573,3,1433.4746147541687,37.28867720703524,G6IV+...,HIP 98767,15.86,1.2,0.6297219734586871,0.29777271504545877
131767439,122,1,98.08100073367186,0.09963870568731918,M2.0V,HIP 54035,2.54,0.02,0.8531219624211542,2.138590164986967
131767439,253,1,240.84510512583995,0.17439689480103346,K1V,HIP 7981,7.53,0.47,0.8272232088097631,2.385311571581754
131767439,305,1,316.81142223133963,1.1222637272801408,K4V,HIP 108870,3.62,0.23,0.8963840652486269,0.5902196954790268
131767439,316,1,336.51851619325294,1.5806346000287614,K3V,HIP 12114,7.18,0.29,0.8544675199690022,0.925510445213103
131767439,323,1,348.17189550929584,5.137186556269462,K0/4,HIP 7751 B,7.82,0.34,0.8421478351325433,0.5310239632365614
131767439,337,1,383.4475889079491,1.7074621134537353,K3V,HIP 32984,8.71,0.24,0.8233796317069627,2.306585311657741
131767439,371,1,467.40934315696757,0.8977390350571355,G7.0V,HIP 72659 A,6.78,0.65,0.8032185458063504,2.399255718199165
131767439,399,1,529.2826590905337,2.228948065075667,K1V,HIP 81300,9.75,0.47,0.8087245532398495,0.9296310166665899
131767439,432,1,618.3323777575998,0.6674344765500204,F7V,HIP 12777,11.13,2.42,0.2889926399373875,2.3198366320392387
131767439,546,1,1014.4289162464245,11.005173616429824,K3/4V,HIP 97944,14.05,0.8,0.7367608509298958,1.3012183986180574
131767439,565,1,1129.2322951107742,13.556363006936298,G0V,HIP 35136,16.89,1.54,0.49767187722853956,1.6244648709428604
131767439,606,1,1363.8908571573681,26.32537078857603,G3V,HIP 100017,17.57,1.18,0.6264137309979363,1.3460073456648196
131767439,612,1,1443.416294718829,20.080840616675967,G5V,HIP 64924,8.56,0.87,0.7619578452307134,1.5024470525308602
131767439,616,1,1494.898741199985,31.99703724150229,G0V,HIP 38908,16.2,1.36,0.5649838012135014,1.0400032919680517
150988834,152,1,127.43314071404343,0.12583570118530069,M1.0V,HIP 114046,3.28,0.04,0.8791815879884903,1.1588672181110375
150988834,227,1,209.97011953937232,1.4825190356702438,K0V,HIP 8362,10.07,0.55,0.7968590109179959,2.051088129852056
150988834,274,1,281.08785512969115,1.1663656816573686,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,2.1463722566114143
150988834,290,1,305.7477255846696,1.2214751984408414,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,2.1463722566114143
150988834,301,1,325.90571162597195,0.13153161830343155,K0.5V,HIP 19849,4.98,0.42,0.8511648836704244,0.9570785930799628
150988834,303,1,329.5425869776813,1.3583952794807324,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,2.1463722566114143
150988834,543,1,1133.5676509689129,12.12627109413955,K2V,HIP 86400,11.0,0.34,0.7897311168854184,1.9918417443660137
150988834,554,1,1209.2844265147726,10.50690737976615,K2V,HIP 86400,11.0,0.34,0.7897311168854184,1.9918417443660137
150988834,556,1,1234.9858255170932,27.848451893900993,K4V,HIP 58345,10.16,0.25,0.7823958169844136,0.5884169133279606
150988834,557,1,1291.1667293048952,10.63407595115975,K2V,HIP 86400,11.0,0.34,0.7897311168854184,1.9918417443660137
150988834,559,1,1318.5382038580167,34.039349251495565,K1V,HIP 33817,14.65,0.47,0.7280589143434903,1.6479496487831344
150988834,560,1,1387.100902361008,10.991806382072522,K2V,HIP 86400,11.0,0.34,0.7897311168854184,1.9918417443660137
150988834,577,1,1491.8156482594957,12.784597860121028,K2V,HIP 86400,11.0,0.34,0.7897311168854184,1.9918417443660137
150988834,588,1,1569.5681344457805,10.531165417384633,K2V,HIP 86400,11.0,0.34,0.7897311168854184,1.9918417443660137
150988834,590,1,1594.1903765508853,19.709656501063968,G2V,HIP 78459,17.24,1.83,0.40845200422393196,1.3330812726993748
150988834,593,1,1644.3401608632314,10.679027713499949,K2V,HIP 86400,11.0,0.34,0.7897311168854184,1.9918417443660137
150988834,604,1,1720.2465543053506,10.585224394929444,K2V,HIP 86400,11.0,0.34,0.7897311168854184,1.9918417443660137
166490974,160,1,142.49792476320616,0.04270773501297933,K7.0V,HIP 104217,3.5,0.1,0.9201410022961254,2.385085581281487
166490974,212,1,197.23274774759878,11.080122640156613,G8Vp,HIP 57939,9.09,0.23,0.8085038671908698,1.1110937281328341
166490974,212,2,197.23274774759878,11.080122640156613,G8Vp,HIP 57939,9.09,0.23,0.8085038671908698,0.6483912649949036
166490974,274,1,308.8722239411471,11.263219236389975,K1V,HIP 26779,12.28,0.5,0.777638028893115,0.6348426216863758
166490974,274,2,308.8722239411471,11.263219236389975,K1V,HIP 26779,12.28,0.5,0.777638028893115,1.1463332492725575
166490974,284,1,342.07835976258866,9.550258477052628,K4V,HIP 116745,11.42,0.24,0.7192410178138123,1.2494604468707042
166490974,286,1,362.29125360510966,1.6130813904229764,G5V,HIP 64924,8.56,0.87,0.7619578452307134,0.6366315661598467
166490974,289,1,368.5681395354684,39.51927683541348,K0V,HIP 41926,12.21,0.41,0.774218139330695,0.363842164753875
166490974,289,2,368.5681395354684,39.51927683541348,K0V,HIP 41926,12.21,0.41,0.774218139330695,2.0936730633708263
166490974,289,3,368.5681395354684,39.51927683541348,K0V,HIP 41926,12.21,0.41,0.774218139330695,0.31494630649771116
166490974,341,1,543.2708373663658,0.3099059946362559,K0V,HIP 88601 A,5.1,0.68,0.8047020520552819,1.3257870805004268
166490974,360,1,587.672527377678,3.138492141585183,M1V,HIP 85295,7.7,0.12,0.7590214978087332,1.6085567045741127
166490974,360,2,587.672527377678,3.138492141585183,M1V,HIP 85295,7.7,0.12,0.7590214978087332,1.0165954690793293
166490974,387,1,660.1689311835686,3.28673750379076,G0V,HIP 24813,12.63,1.89,0.40848837778029995,2.353857894911948
166490974,396,1,679.4619280475239,19.711307234078696,K0V,HIP 56452,9.56,0.62,0.7918692803677916,0.8383191826803549
166490974,407,1,741.7875915735116,0.6287641435988179,G8.0IV,HIP 99240,6.11,1.33,0.6137303148114875,1.3332187824130968
166490974,410,1,746.104523335205,3.1532276855097896,G8IV-V,HIP 47080,11.37,0.85,0.7502540189388216,0.9998054476619673
166490974,464,1,905.1512047556492,4.522711826524487,G0V,HIP 80686,12.12,1.41,0.5648958843903228,2.3989595018715844
166490974,466,1,915.4999203376243,5.283514453169381,G5V,HIP 15457,9.14,0.88,0.7579666656021945,0.7340631530988647
166490974,484,1,969.4366098735362,7.782391464727213,K0V,HIP 544,13.67,0.68,0.7511097533308767,2.5036504869160767
166490974,501,1,1039.0155423856645,2.858251516593378,G0V,HIP 64394,9.13,1.48,0.5483435736062334,0.9689816171623484
166490974,511,1,1086.6188934800107,44.17397373662782,K1V,HIP 66765,15.65,0.43,0.6803265849280822,1.8784790456263023
166490974,514,1,1178.493220146811,15.396365494010197,G3V,HIP 22263,13.28,1.01,0.718483451668886,0.7280067786049302
166490974,523,1,1236.9607985337789,1.9052870963877986,G0V,HIP 64394,9.13,1.48,0.5483435736062334,0.9689816171623484
166490974,525,1,1245.3008212208133,29.01108386455027,K1V,HIP 33690,18.33,0.62,0.6678456297748272,2.1239261968785708
166490974,525,2,1245.3008212208133,29.01108386455027,K1V,HIP 33690,18.33,0.62,0.6678456297748272,0.7901661882898329
166490974,538,1,1357.6583441974572,46.88712091026087,G0,HIP 96395,24.11,1.06,0.5933692768767633,2.285038142651033
166490974,539,1,1451.9165860179787,28.638966493882325,K1V,HIP 33690,18.33,0.62,0.6678456297748272,2.1239261968785708
166490974,539,2,1451.9165860179787,28.638966493882325,K1V,HIP 33690,18.33,0.62,0.6678456297748272,0.7901661882898329
166490974,542,1,1513.475201956027,41.39175536184009,K0/2V,HIP 37349,14.21,0.31,0.6450484447492532,0.47801847208070414
166490974,542,2,1513.475201956027,41.39175536184009,K0/2V,HIP 37349,14.21,0.31,0.6450484447492532,0.8366422346472608
166490974,543,1,1596.742712679707,51.940160308942566,G0,HIP 96395,24.11,1.06,0.5933692768767633,2.285038142651033
166490974,544,1,1701.107033297592,31.109083432660995,K1V,HIP 33690,18.33,0.62,0.6678456297748272,2.1239261968785708
166490974,544,2,1701.107033297592,31.109083432660995,K1V,HIP 33690,18.33,0.62,0.6678456297748272,0.7901661882898329
167769917,163,1,144.3102098988575,2.2742571277276897,K5.0V,HIP 104214,3.5,0.13,0.9171512226968481,0.6799999822313447
167769917,163,2,144.3102098988575,2.2742571277276897,K5.0V,HIP 104214,3.5,0.13,0.9171512226968481,1.1326119810885127
167769917,247,1,243.68121836470803,0.609386133842796,K3.0V,HIP 114622,6.54,0.31,0.8586578722933594,1.946408418134886
167769917,288,1,307.64936569500696,4.83833795899502,K0V,HIP 41926,12.21,0.41,0.774218139330695,1.480898217506251
167769917,308,1,346.34401313616127,13.15738135783364,K0V,HIP 40693,12.49,0.63,0.7668215519978713,1.2525296905308332
167769917,350,1,461.9651850852242,16.916528981403932,K3V,HIP 69972,11.8,0.39,0.7801890484698213,0.6929377462533789
167769917,368,1,532.7438529162274,6.5785219340827155,K1V,HIP 81300,9.75,0.47,0.8087245532398495,0.5831809078743724
167769917,391,1,597.8467462776931,17.634295812632356,K3V,HIP 69972,11.8,0.39,0.7801890484698213,0.6929377462533789
167769917,393,1,634.3822710533253,2.6879127371545057,K3V,HIP 12114,7.18,0.29,0.8544675199690022,1.1176841499889407
167769917,395,1,642.2222184388596,17.100250553702704,G8V,HIP 43587,12.34,0.66,0.7653005752520591,1.4404007888118322
167769917,418,1,735.6579640550509,25.02171629423546,K3V,HIP 69972,11.8,0.39,0.7801890484698213,0.6929377462533789
167769917,421,1,789.5140214347247,7.204212307264383,G5V,HIP 79672,13.9,1.11,0.6788889973955056,2.1939333695892094
167769917,443,1,861.7206058104481,5.847977577000904,F8V,HIP 32439,17.87,1.87,0.3949558737052,1.915611571292375
167769917,447,1,878.649215828587,18.050149604952566,K3V,HIP 69972,11.8,0.39,0.7801890484698213,0.6929377462533789
167769917,449,1,916.2839099229228,4.436115681484512,F8V,HIP 51459,12.78,1.68,0.46939689082054026,1.2642288591835482
167769917,458,1,945.2758158754858,6.783310111724475,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,461,1,968.485452290421,6.764932682930917,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,462,1,982.4993176562829,7.041467862345396,G5V,HIP 79672,13.9,1.11,0.6788889973955056,2.1939333695892094
167769917,463,1,997.0662533809738,6.354789138418026,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,469,1,1020.4473419003315,6.40094809044651,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,471,1,1035.529401488162,24.5835571884779,G3V,HIP 34065,16.52,1.45,0.5304814790689947,1.0303985951276806
167769917,472,1,1085.1805158651177,4.8796802478811045,F8V,HIP 32439,17.87,1.87,0.3949558737052,1.915611571292375
167769917,473,1,1095.42387636088,9.708365342738976,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,488,1,1161.3347514991506,12.295086758998655,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,489,1,1186.4089250171478,6.418657460578731,G5V,HIP 79672,13.9,1.11,0.6788889973955056,2.1939333695892094
167769917,490,1,1199.7302399383052,7.6506043788743785,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,493,1,1219.6327146621625,44.13214843043005,K1V,HIP 66765,15.65,0.43,0.6803265849280822,1.0891630155077987
167769917,494,1,1308.3810115230226,7.390515106695258,F8V,HIP 32439,17.87,1.87,0.3949558737052,1.915611571292375
167769917,495,1,1323.6460417364133,6.807945610684329,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,499,1,1345.0721971207468,6.556465580506762,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,503,1,1367.5050297538546,6.318575220251571,M1.5V,HIP 106440,4.95,0.03,0.5166291765587968,1.7387377804735342
167769917,567,1,1629.489271699434,56.498019339820544,G8/K0V,HIP 101997,14.38,0.56,0.7458820358871124,0.8940039613291483
183535971,202,1,180.51049245422024,6.2920854172584635,M1.5V,HIP 29295,5.75,0.06,0.7262865509761292,0.6510831273766607
183535971,336,1,413.87123861955286,1.2995883370889756,K0V,HIP 8362,10.07,0.55,0.7968590109179959,1.5714272669883742
183535971,345,1,431.79303337002807,22.841601073250647,G3V,HIP 22263,13.28,1.01,0.718483451668886,0.7444189460705684
183535971,345,2,431.79303337002807,22.841601073250647,G3V,HIP 22263,13.28,1.01,0.718483451668886,0.36837388452450365
183535971,367,1,518.1400347552772,38.322848658933935,G5V,HIP 57507,17.47,0.73,0.7013484942248489,0.9245506888384383
183535971,369,1,596.2718306751517,2.5816102649018546,K1V,HIP 13402,10.35,0.42,0.8062980502779076,1.9003823641100157
183535971,377,1,613.2115262644597,7.381866638650831,G1.5Vb,HIP 42438,14.36,1.03,0.7063531349849637,2.3111549360846624
183535971,409,1,695.6447325404729,5.838140690597202,K5/M0V,HIP 113576,8.22,0.1,0.6383193706379676,1.377133706188664
183535971,417,1,729.7403866729899,4.3786345446244646,G8.0V,HIP 15510,6.04,0.69,0.7997739273620401,2.483619631343624
183535971,419,1,741.453061719634,11.273446403920744,K3V,HIP 27887,13.0,0.27,0.6663667712697187,2.319054076054854
183535971,423,1,768.6608122350883,12.540610525272355,K1V,HIP 33817,14.65,0.47,0.7280589143434903,1.5642832168523004
183535971,425,1,794.8413797684575,1.3622795157359895,G0V,HIP 1599,8.59,1.33,0.6078926956617277,1.0014463510210891
183535971,427,1,800.9008494518621,55.36743662933524,G3V,HIP 88694,17.55,1.15,0.6385476166327755,0.7666468689112775
183535971,428,1,912.1197227105326,5.724001630959887,K5/M0V,HIP 113576,8.22,0.1,0.6383193706379676,1.377133706188664
183535971,444,1,965.2091701919244,5.630781975797766,K5/M0V,HIP 113576,8.22,0.1,0.6383193706379676,1.377133706188664
183535971,552,1,1350.0906774119544,8.76901182172482,G6IV+...,HIP 98767,15.86,1.2,0.6297219734586871,1.625152014707891
183535971,580,1,1502.4615890125783,12.573936678679564,G6IV+...,HIP 98767,15.86,1.2,0.6297219734586871,1.625152014707891
183535971,603,1,1658.3361072283908,8.701378616221492,G6IV+...,HIP 98767,15.86,1.2,0.6297219734586871,1.625152014707891
183535971,605,1,1679.0815469248676,11.686525988699726,G2V,HIP 78459,17.24,1.83,0.40845200422393196,1.186720145476051
183535971,612,1,1738.0622991326543,11.275165146688915,G1V,HIP 89042,17.61,1.78,0.4207105992764839,2.0383306734949675
210955754,197,1,173.57089354643867,1.8246097300620876,K0V,HIP 8362,10.07,0.55,0.7968590109179959,2.090005345694373
210955754,209,1,187.88322507808934,3.6839557035537362,G5Vp,HIP 5336,7.55,0.46,0.8285647220214571,0.9569524209585778
210955754,212,1,196.91849303611016,0.9147000723730413,K7.0V,HIP 49908,4.87,0.11,0.8878642320379178,0.7648343714735094
210955754,249,1,239.65952722600744,0.8363045523756433,K5.0V,HIP 84478,5.95,0.16,0.8738582856949385,0.697877035234479
210955754,263,1,263.38598406875064,3.588086668716948,G5Vp,HIP 5336,7.55,0.46,0.8285647220214571,0.9569524209585778
